Spotify ID,Artist IDs,song,Album Name,artist,Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
15Vuw407y6UWIPUfGrpJ1e,3cqeO3muWIW5uSmUDNCmyT,Genda Phool,Delhi-6,Rekha Bhardwaj,19-01-2009,168240,63,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-04-26T00:04:35Z,"filmi,modern bollywood",0.734,0.355,10,-10.605,0,0.083,0.296,0.000135,0.124,0.584,193.922,4
0Rpj8S30GMajgkRkqWurwN,4YRxDV8wJFPHPTeXepOstw,Haareya,Best of Arijit Singh,Arijit Singh,15-07-2019,214778,32,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-05-02T10:27:21Z,"filmi,modern bollywood",0.669,0.389,4,-10.144,0,0.037,0.793,0,0.109,0.556,123.856,4
119XDcdbad5u5bp841vUGV,5Y9YGMxRoQYfJFj4kJ9TVv,Aaj Sajeya,Aaj Sajeya,Goldie Sohel,30-03-2021,229179,61,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-05-02T10:30:33Z,desi pop,0.641,0.57,7,-10.111,1,0.0665,0.883,0.00177,0.161,0.569,79.931,4
456NfBAJUbDmaXw3pjIFFk,"4YgUVg4p7xtMOrOS4GjiJZ,3Bku4b0uiR8KJSXu7U8Iyy",Mohabbatein Love Themes (Instrumental),Mohabbatein,"Jatin-Lalit,Anand Bakshi",27-08-2000,137691,50,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-05-02T10:32:25Z,"afghan pop,chutney,classic bollywood,filmi,modern bollywood",0.477,0.223,7,-12.797,0,0.0294,0.934,0.0324,0.199,0.242,78.1,4
3vjkllvtOIKpVvXSWsu1ta,"1mYsTxnqsietFxj1OgoGbG,5PRw7B1MlnXte2taK1ePlC",Tu Hai,Mohenjo Daro,"A.R. Rahman,Sanah Moidutty",06-07-2016,238688,58,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-07T01:34:01Z,"filmi,indian indie,mollywood",0.499,0.541,11,-10.463,1,0.0448,0.744,0.00167,0.0579,0.381,81.198,4
2y0hUGvHaKm2p5xmJF4HBe,4YRxDV8wJFPHPTeXepOstw,Saware (From Phantom),Ultimate Love Songs - Arijit Singh,Arijit Singh,19-05-2020,321613,67,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-10T22:32:57Z,"filmi,modern bollywood",0.499,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95,4
4lBO4Q7Pa816Mk3ptYcYUz,"4IKVDbCSBTxBeAsMKjAuTs,76fuWYgIf3TVIopTs3vaJ6",Tere Mere (From Chef),Tere Mere (From Chef),"Armaan Malik,Amaal Mallik",11-09-2017,343544,60,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-10T22:33:06Z,"filmi,modern bollywood",0.373,0.672,4,-5.797,1,0.0326,0.154,0.0000428,0.321,0.47,84.503,4
6gwnKOvdBKkTU4CQ7KpIAu,"0FJz7XR37hH69traaHLijA,4YRxDV8wJFPHPTeXepOstw",Bandeya - From Dil Juunglee,Bandeya (From Dil Juunglee),"Shaarib Toshi,Arijit Singh",22-02-2018,184666,74,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-10T22:35:21Z,"filmi,modern bollywood",0.465,0.551,7,-6.58,1,0.0362,0.619,0.00000603,0.109,0.415,89.459,4
3phw912iJRhtMfsdJ1k3Sr,"2oSONSC9zQ4UonDKnLqksx,6N2AGiendWS3zevn0dnQ6k",Darasal (From Raabta),Darasal (From Raabta),"Atif Aslam,Jam8",03-06-2017,274354,65,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-10T22:36:45Z,"classic pakistani pop,filmi,modern bollywood,sufi",0.705,0.422,0,-7.375,1,0.0299,0.793,0,0.0895,0.482,117.948,4
71TviT2jdZnp2758ljwREX,"7nok5RndHMd3FHe4ubHX80,1dVygo6tRFXC8CSWURQJq2,0oOet2f43PA68X5RxKobEy",Soniyo (From RAAZ - The Mystery Continues),Sonu Nigam: Best of Me,"Raju Singh,Sonu Nigam,Shreya Ghoshal",16-12-2011,328440,52,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-10T22:37:25Z,"modern bollywood,filmi",0.637,0.591,9,-6.117,1,0.0342,0.504,0.00000329,0.135,0.48,119.956,4
6U7K35NrdOzxUbh4nuuz7U,"3oinJWo0iD7MVnojA8R8WP,4YRxDV8wJFPHPTeXepOstw",Duaa (From Shanghai),Best Of Arijit Singh - Revisited,"Nandini Srikar,Arijit Singh",18-07-2017,260138,64,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-10T22:37:35Z,"modern bollywood,filmi",0.554,0.578,5,-7.718,0,0.0379,0.536,0.0000553,0.11,0.55,137.921,4
1myzcUZDmZ5m1EgGv19c76,"0y59o4v8uw5crbN9M3JiL1,1BYjhAClGpBTLZfics0VRZ",Paani Paani,Paani Paani,"Badshah,Aastha Gill",09-06-2021,174002,55,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-16T04:14:59Z,"desi hip hop,desi trap,filmi,modern bollywood,desi pop",0.886,0.579,0,-7.231,1,0.209,0.236,0.00000423,0.0586,0.427,105.028,4
1ocYa8PoVd5e2vPn0xHJcA,"1bTROl5p3rGTpvKeWnGgrw,5GnnSrwNCGyfAU4zuIytiS,52ad6RmMKGcmhRrOFCyKfH,3GBSge8pq7mpezUQl0GAOA",Saiyaara,Ek Tha Tiger,"Sohail Sen,Mohit Chauhan,Taraannum Mallik,Kausar Munir",16-07-2012,252160,72,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-25T09:09:39Z,"filmi,modern bollywood",0.659,0.665,8,-8.181,0,0.0266,0.456,0.000486,0.0898,0.692,93.012,4
3tSQzdB38b8xGMkrYAP7Ah,"7hVmdlsJp0E2WQIvVl8ngN,1sf6yK1A3aFCCK7KMxvsLI",Main Teri Ho Gayi,Sardar Ka Grandson,"Millind Gaba,Pallavi Gaba",18-05-2021,176551,26,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-06-26T11:06:25Z,"desi pop,filmi,modern bollywood,punjabi pop",0.615,0.495,0,-7.22,1,0.0537,0.682,0,0.124,0.394,173.926,4
5C10OXEl9FAz4hcktww0le,1mYsTxnqsietFxj1OgoGbG,Rihaayi De,Mimi (Original Motion Picture Soundtrack),A.R. Rahman,16-07-2021,365226,40,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-08-06T00:18:36Z,filmi,0.475,0.336,7,-13.157,1,0.0323,0.731,0.000346,0.262,0.215,119.856,4
2rOnSn2piaqLAlYjtfUBlY,"4f7KfxeHq9BiylGmyXepGt,1tqysapcCh1lWEAc9dIFpa,1sVmXkzX2ukc6QvasrDBES",Raataan Lambiyan (From Shershaah),Raataan Lambiyan (From Shershaah),"Tanishk Bagchi,Jubin Nautiyal,Asees Kaur",30-07-2021,230292,78,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-09-01T00:58:28Z,"desi pop,filmi,modern bollywood,hare krishna",0.72,0.63,10,-5.549,1,0.0413,0.615,0,0.108,0.512,81.009,4
74dP5hqakjK6WAs05TqOwb,"7HCqGPJcQTyGJ2yqntbuyr,4W91bbPB2CTSsHwt7eqNl7,0oOet2f43PA68X5RxKobEy,3GBSge8pq7mpezUQl0GAOA",Ishaqzaade,Ishaqzaade,"Amit Trivedi,Javed Ali,Shreya Ghoshal,Kausar Munir",12-04-2012,316865,58,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-11-16T11:10:35Z,"filmi,modern bollywood,desi pop",0.32,0.337,0,-10.91,1,0.0611,0.709,0,0.0662,0.206,79.098,4
0tY8ZIArzjkH6dbXp42ohg,"0L5GV6LN8SWWUWIdBbTLTZ,0kJO65h553i1iGsZutBuqz,1SJOL9HJ08YOn92lFcYf8a,0oOet2f43PA68X5RxKobEy",Noor E Khuda,My Name Is Khan (Original Motion Picture Soundtrack),"Shankar-Ehsaan-Loy,Adnan Sami,Shankar Mahadevan,Shreya Ghoshal",05-01-2010,397080,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-12-02T07:37:04Z,"filmi,modern bollywood,classic pakistani pop",0.549,0.533,2,-8.41,1,0.0307,0.708,0.00147,0.12,0.216,114.847,4
1AXQ4ZCUueIfGGEYAdq9Pe,"0L5GV6LN8SWWUWIdBbTLTZ,5SuRAj1A9FEHj5NxS86YAm",Tere Naina,My Name Is Khan (Original Motion Picture Soundtrack),"Shankar-Ehsaan-Loy,Shafqat Amanat Ali",05-01-2010,278546,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-12-02T07:37:41Z,"filmi,modern bollywood,classic pakistani pop,sufi",0.522,0.74,0,-7.018,1,0.0465,0.558,0,0.144,0.732,92.618,4
1Jy03TNCBvMV9Rd6TyM72M,"3ocTwOjekTkFdD695eKuQr,6iv4lysB1yHXoZJ2gfqTdh,7qj8b5tuzeSkb4ff01h5rJ,5Y9YGMxRoQYfJFj4kJ9TVv,2DFCHTDIA0t638a4mm37dK",Mann Kesar Kesar (From Meenakshi Sundareshwar),Mann Kesar Kesar (From Meenakshi Sundareshwar),"Justin Prabhakaran,Shashwat Singh,Aanandi Joshi,Goldie Sohel,Raj Shekhar",28-10-2021,245250,33,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-12-02T07:49:09Z,"tamil pop,desi pop,indian fusion,modern bollywood,marathi pop",0.601,0.43,2,-9.945,1,0.0625,0.532,0.00000267,0.178,0.422,89.99,4
2Kv1i9sNMpvR97H5NKMdef,"3ocTwOjekTkFdD695eKuQr,27rK4pP0VMqWiRe7pamKe5,0oOet2f43PA68X5RxKobEy,2DFCHTDIA0t638a4mm37dK",Ratti Ratti Reza Reza,Meenakshi Sundareshwar (Original Motion Picture Soundtrack),"Justin Prabhakaran,Abhay Jodhpurkar,Shreya Ghoshal,Raj Shekhar",01-11-2021,241374,31,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-12-02T07:52:20Z,"tamil pop,modern bollywood,filmi",0.403,0.405,3,-9.958,1,0.0407,0.625,0,0.108,0.101,87.037,4
0sKd9mQ1h8PBQo1wDBLAtf,"3cy473zaKsJ7eo6l3t8SKd,6NCmkdQ1Sb78SJ3ckJ9LjV",Manzoor Dil,Manzoor Dil,"Pawandeep Rajan,Arunita Kanjilal",22-10-2021,282963,34,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-12-23T03:45:05Z,"desi pop,garhwali pop",0.502,0.585,1,-7.705,1,0.04,0.708,0,0.0967,0.502,82.07,4
26dEvQuPwM3T61PKzoJiht,"6XypcJDBmfuRjq52PFUVwd,1sVmXkzX2ukc6QvasrDBES,5TNSXFCNwlq2CfiMcNOCDP",Madhanya,Madhanya,"Rahul Vaidya,Asees Kaur,Lijo George-Dj Chetas",18-04-2021,230250,59,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-12-29T09:30:54Z,"desi pop,filmi,modern bollywood",0.375,0.598,7,-5.98,1,0.0331,0.298,0,0.0658,0.206,78.735,4
2NECp5Tvb5Lm6TbJf0Y8xI,"0L5GV6LN8SWWUWIdBbTLTZ,5diMmmNkRVfgUnXJrzXzjZ",Mera Yaar,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),"Shankar-Ehsaan-Loy,Javed Bashir",14-06-2013,351293,60,spotify:user:5uqhnr4tk0cfluweczwti1exv,2021-12-29T09:50:39Z,"filmi,modern bollywood,classic pakistani pop,pakistani pop,qawwali,sufi",0.629,0.627,2,-9.733,1,0.0454,0.676,0,0.147,0.597,92.932,4
7JtvL7PBLlDnv7fqyUV4op,00sCATpEvwH48ays7PlQFU,Piya Tose Naina Laage Re - Unplugged,Piya Tose Naina Laage Re (Unplugged) - Single,Jonita Gandhi,17-02-2020,208131,32,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-02T13:01:56Z,"filmi,modern bollywood",0.721,0.294,0,-8.941,1,0.0319,0.668,0,0.0862,0.371,110.044,1
2ufLEVbzvEcJ3subW8jBUp,"1tqysapcCh1lWEAc9dIFpa,4f7KfxeHq9BiylGmyXepGt,5HcunTidTUrOaf8V0iJcvl,44oMI9xI4kcCub3qbpYPdb",Lut Gaye,Lut Gaye,"Jubin Nautiyal,Tanishk Bagchi,Nusrat Fateh Ali Khan,Emraan Hashmi",17-02-2021,228031,66,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-02T13:57:34Z,"filmi,hare krishna,modern bollywood,desi pop,classic pakistani pop,indian fusion,pakistani folk,qawwali,sufi,world",0.638,0.785,10,-2.612,1,0.044,0.185,0,0.245,0.515,91.101,4
43GfQ1SC17rBWiHkOtdwK8,"2oSONSC9zQ4UonDKnLqksx,26ks59eSno7UlPCdljHQoI,1jPeDHvfU5Knw8VyOP6TZN",Jab Koi Baat - Recreated,Jab Koi Baat - Recreated,"Atif Aslam,Shirley Setia,Dj Chetas",09-02-2018,192228,71,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-02T14:07:03Z,"classic pakistani pop,filmi,modern bollywood,sufi",0.667,0.621,5,-5.697,1,0.0271,0.47,0.0000415,0.13,0.451,106.032,4
1jQyxlt48R1Jdn37Rgn04d,"6CXEwIaXYfVJ84biCxqc9k,19LIHDDSHBD5NyYHI3gpzB",Anjaana Anjaani,Anjaana Anjaani,"Vishal Dadlani,Shilpa Rao",19-08-2010,354079,48,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-02T14:09:28Z,"filmi,modern bollywood",0.526,0.639,0,-6.614,1,0.0322,0.49,0.0000146,0.099,0.214,77.053,4
6YYVzVapUF3UnZQ0igasl3,5SuRAj1A9FEHj5NxS86YAm,Allah Waariyan,Yaariyan,Shafqat Amanat Ali,09-12-2013,314522,67,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-02T14:12:34Z,"classic pakistani pop,filmi,modern bollywood,sufi",0.483,0.781,4,-5.926,1,0.0445,0.349,0,0.126,0.801,83.782,4
5KNuHsIeFtD0oukst77hBi,03SZmfKAgYRQKUwy0EoJUa,Maula Mere Maula,Anwar (Original Motion Picture Soundtrack),Roop Kumar Rathod,01-12-2006,364329,60,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-02T14:15:45Z,"filmi,modern bollywood,sufi",0.548,0.737,0,-7.865,1,0.0386,0.458,0.00806,0.091,0.412,119.961,4
0VCf70ilRV5xjjf5V7H0SF,"5cB4d4jPYjMT326sjihQ4m,0oOet2f43PA68X5RxKobEy",Do U Know,Housefull 2,"Shaan,Shreya Ghoshal",02-03-2012,321997,47,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-02T14:27:38Z,"filmi,modern bollywood",0.778,0.775,0,-3.446,1,0.0443,0.313,0.00000834,0.488,0.766,108.933,4
6p358EIjLEoDZI5vu99k6N,"2oSONSC9zQ4UonDKnLqksx,6uskWv5K2FA0YOAYr7JOUz,1mBydYMVBECdDmMfE2sEUO",Tera Naam Doon,Entertainment (Original Motion Picture Soundtrack),"Atif Aslam,Shalmali Kholgade,Sachin-Jigar",08-08-2014,283868,54,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-13T11:47:48Z,"classic pakistani pop,filmi,modern bollywood,sufi,gujarati pop",0.534,0.804,0,-6.224,1,0.115,0.367,0.0000107,0.097,0.555,80.221,4
5a11x5PUFvJEadMRqtNtTr,"2oSONSC9zQ4UonDKnLqksx,0oOet2f43PA68X5RxKobEy,1mBydYMVBECdDmMfE2sEUO",Piya O Re Piya,Tere Naal Love Ho Gaya (Original Motion Picture Soundtrack),"Atif Aslam,Shreya Ghoshal,Sachin-Jigar",24-02-2011,292746,69,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-13T11:48:28Z,"classic pakistani pop,filmi,modern bollywood,sufi,gujarati pop",0.442,0.574,2,-6.394,1,0.0828,0.273,0,0.094,0.308,167.857,4
5tTp4EhhLrnt2m1qqtHlax,"0ygVoSAqn4tgm4AgCuKQpF,5gEFTELaOBkv59BBTlYSkU",Awara,Dabangg 3,"Salman Ali,Muskaan",13-11-2019,296548,44,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-13T12:39:08Z,"desi pop,sufi",0.696,0.684,4,-5.389,1,0.0299,0.816,0.000427,0.268,0.629,108.518,4
4uK0M8AI6gyFmyzUneQpbi,"1mYsTxnqsietFxj1OgoGbG,4YRxDV8wJFPHPTeXepOstw,12CpR4SNDzVIlDoPSeNFeW",Rait Zara Si (From Atrangi Re),Rait Zara Si (From Atrangi Re),"A.R. Rahman,Arijit Singh,Shashaa Tirupati",06-12-2021,291462,75,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-01-20T15:22:04Z,"filmi,modern bollywood",0.563,0.495,2,-10.272,1,0.0362,0.781,0,0.0837,0.244,125.998,4
7MBqVOzb8C3f0FXr2LBLiq,"2k66ibJfgMigF5QWqUgLyR,3CVXA5TAWpmfGPqyMqXpPb,7yZDrVInKssNCaZkAkQGTX,3GBSge8pq7mpezUQl0GAOA",Doobey (From Gehraiyaan),Doobey (From Gehraiyaan),"OAFF,Savera,Lothika,Kausar Munir",24-01-2022,219686,68,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-02-13T02:02:20Z,"indian indie,desi pop,modern bollywood",0.751,0.669,3,-6.532,0,0.0359,0.342,0.0000131,0.0822,0.359,119.014,4
5o6q9gQXi5umBrUczroW79,"6q29t5RuXxlBuqIZsOMQss,1mBydYMVBECdDmMfE2sEUO",Kalle Kalle (From Chandigarh Kare Aashiqui),Kalle Kalle (From Chandigarh Kare Aashiqui),"Priya Saraiya,Sachin-Jigar",22-11-2021,227143,57,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-02-21T08:15:05Z,"gujarati pop,modern bollywood,filmi",0.707,0.417,1,-9.269,1,0.0438,0.73,0.0000207,0.106,0.57,115.939,4
714Q8BY71jvGutqLCH94xu,3xU8YsNNkmWSPewlB18NUz,Laung Gawacha - Folk Recreation,Laung Gawacha (Folk Recreation),Harshdeep Kaur,16-12-2019,210697,30,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-03-05T06:42:42Z,"filmi,modern bollywood,sufi",0.689,0.739,7,-4.928,1,0.0553,0.325,0,0.091,0.508,171.957,4
0mvcsYusnTYlAkOZ077lDb,"5UdFr0GeO7jKIaNIJgwB36,15UQcr22jcc6DJjy3sLv3J,0ZwLuYX3Fe14PhonPeqd5X",Ghana Kasoota (feat. Surbhi Jyoti),Ghana Kasoota (feat. Surbhi Jyoti),"Raftaar,Rashmeet Kaur,Surbhi Jyoti",11-11-2021,168640,67,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-03-05T06:57:03Z,"desi hip hop,desi pop,desi trap,hindi hip hop,modern bollywood,punjabi pop",0.877,0.781,5,-4.459,0,0.0548,0.0315,0.000397,0.239,0.373,102.994,4
2fqNdySq1LqGO95LAFjJe0,"3qdu3XhzSzkRhbwdFKnSuw,1dVygo6tRFXC8CSWURQJq2,0oOet2f43PA68X5RxKobEy,0ESWSdsAB8QDp2eA4ES2Er,3GBSge8pq7mpezUQl0GAOA",Mannat,Daawat-e-Ishq,"Sajid-Wajid,Sonu Nigam,Shreya Ghoshal,Keerthi Sagathia,Kausar Munir",17-07-2014,300016,45,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-03-14T01:47:05Z,"filmi,modern bollywood,gujarati pop",0.579,0.523,3,-10.398,1,0.0422,0.676,0,0.107,0.456,87.789,4
5KgWWdwGv8YPIfyTOHQplr,"3qdu3XhzSzkRhbwdFKnSuw,6uskWv5K2FA0YOAYr7JOUz,3GBSge8pq7mpezUQl0GAOA",Shayarana,Daawat-e-Ishq,"Sajid-Wajid,Shalmali Kholgade,Kausar Munir",17-07-2014,258638,56,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-03-14T01:47:11Z,"filmi,modern bollywood",0.385,0.596,2,-8.155,1,0.056,0.368,0.00000124,0.179,0.454,157.546,3
62NcVDMpSLEmVMNUE8zGlc,"3qdu3XhzSzkRhbwdFKnSuw,6uZv9f2du7TdOlOr5IjLE1,3GBSge8pq7mpezUQl0GAOA",Jaadu Tone Waaliyan,Daawat-e-Ishq,"Sajid-Wajid,Shabab Sabri,Kausar Munir",17-07-2014,256182,26,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-03-14T01:54:10Z,"filmi,modern bollywood",0.623,0.858,10,-6.912,0,0.101,0.0369,0.000313,0.146,0.935,170.046,4
7lvDsmTRXFE3dK4OjvRiWB,"3bWIy9AUrQdiNeS62Bp3OP,3NegWDGp038A3FIi3gSYzl",Pasoori,Pasoori,"Shae Gill,Ali Sethi",07-02-2022,224146,76,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-03-27T06:42:19Z,"pakistani pop,classic pakistani pop,indian indie,sufi",0.714,0.596,11,-6.206,0,0.043,0.0657,0,0.0625,0.669,91.991,4
3fwyItGexa88kR8j76dIqv,29ggvWc5EMcSk5RLQ5aXHr,Aziyat 2.0 - Reprise Version,Aziyat 2.0 (Reprise Version),Pratsofficial,16-01-2021,194285,68,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-04-03T01:17:36Z,"desi pop,himachali pop",0.445,0.28,10,-12.668,1,0.0275,0.819,0.0000129,0.111,0.299,104.743,4
1O5mTSQa0sCce9ghhDqIZl,"1mYsTxnqsietFxj1OgoGbG,4W91bbPB2CTSsHwt7eqNl7",Jashn-E-Bahaaraa,Jodhaa Akbar (Original Motion Picture Soundtrack),"A.R. Rahman,Javed Ali",31-12-2007,315173,72,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-04-24T09:57:13Z,"filmi,desi pop,modern bollywood",0.7,0.343,2,-10.474,1,0.0308,0.767,0,0.0789,0.488,137.864,4
6rfahvufEQDIVTHJIU2QQB,"7nJNuftnqwrFGFs3ZRRe0u,0D6BtvIkN3P9GHTa8KR24t,2gFFvbbdzYzzWltI2HkZEV",For Aisha (Featured in The Sky Is Pink),For Aisha (Featured in The Sky Is Pink),"MEMBA,EVAN GIIA,Nooran Sisters",11-10-2019,357931,56,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-04-30T11:03:29Z,"indian edm,traprun,vapor twitch,nyc pop,indian folk,qawwali",0.568,0.622,4,-6.548,1,0.109,0.063,0.0018,0.56,0.109,76.984,4
3Icnk4l8TPaLVRdp0raK16,"1mYsTxnqsietFxj1OgoGbG,12CpR4SNDzVIlDoPSeNFeW",Hututu,Mimi (Original Motion Picture Soundtrack),"A.R. Rahman,Shashaa Tirupati",16-07-2021,232546,42,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-07T13:36:16Z,"filmi,modern bollywood",0.351,0.39,2,-11.109,1,0.0408,0.576,0.00000122,0.108,0.155,135.262,4
0h73AwuEY2x44cBMOP58fO,"2oSONSC9zQ4UonDKnLqksx,3gBKY0y3dFFVRqicLnVZYz,1wRPtKGflJrBx9BmLsSwlU",Bakhuda Tumhi Ho,Kismat Konnection (Original Motion Picture Soundtrack),"Atif Aslam,Alka Yagnik,Pritam",18-07-2008,292493,63,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-08T09:20:40Z,"classic pakistani pop,filmi,modern bollywood,sufi,hare krishna,indian instrumental",0.322,0.752,2,-3.457,1,0.0422,0.633,0,0.129,0.502,126.967,4
6XZWokIxs4leaSmXmU8b26,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw,0T1CMVkqffHlqEk4BcAph1",Hum Nashe Mein Toh Nahin (From Bhool Bhulaiyaa 2),Hum Nashe Mein Toh Nahin (From Bhool Bhulaiyaa 2),"Pritam,Arijit Singh,Tulsi Kumar",09-05-2022,238252,69,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-11T09:55:13Z,"filmi,indian instrumental,modern bollywood",0.572,0.736,11,-7.768,1,0.0658,0.643,0,0.128,0.778,85.035,4
0TmAUPAqZsoirtpIGDcm9e,"1wRPtKGflJrBx9BmLsSwlU,0LSPREIgGMZXCuKVel7LVD,0Yb0T3wUUNiIvHjqnfkbuH,2UwDJeoMqYers5Jmm75zm2",Tera Mera Pyaar,Action Replayy,"Pritam,Karthik,Mahalakshmi Iyer,Antara Mitra",07-10-2010,354874,35,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-23T02:25:54Z,"filmi,indian instrumental,modern bollywood",0.62,0.795,7,-3.948,1,0.046,0.524,0,0.384,0.555,118.053,4
3H3x4NhR3wJh6IvRHmPvkd,"2FgHPfRprDaylrSRVf1UlN,6bmhUYiasV6rSORgLmHYZ4,0RVVocHucskI9ump9JUJyv,1GcAgSs5t6sadg2O8efjEu,4ZWAzDyWt9NdjhvZvTaM5U,22KTsf5b5SeYNOypXpyYBr",Tum Tum (From Enemy),Tum Tum (From Enemy - Tamil),"Thaman S,Srivardhani Kuchi,Aditi,Satya Yamini,Roshini,Tejaswini",03-09-2021,228567,11,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-30T07:13:48Z,"new beat,tamil pop,classic tollywood,tollywood,telugu indie,classic kollywood",0.741,0.761,8,-5.414,1,0.143,0.759,0.000607,0.126,0.912,147.047,3
2xx8G0sTlhQvA2TV7VqcPL,"6WOdPJmexxFINcKMkP2jMG,1UAzmnFgjizIDvtHvnCdEq,1E6arsXf5Fgsnv9YpSzjpE,7tH8oZj2nLERlp2hE5QNjp",Baliye Re,Jersey (Original Motion Picture Soundtrack),"Sachet Tandon,Stebin Ben,Parampara Tandon,Mellow D",12-04-2022,187088,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-30T14:41:00Z,"desi pop,filmi,modern bollywood",0.658,0.667,0,-4.965,0,0.0326,0.617,0,0.473,0.792,107.947,4
556rjsHtv5GkuVebpCcDx6,6WOdPJmexxFINcKMkP2jMG,Jind Meriye,Jersey (Original Motion Picture Soundtrack),Sachet Tandon,12-04-2022,238815,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-30T14:41:21Z,"desi pop,filmi,modern bollywood",0.475,0.629,1,-3.801,1,0.0257,0.248,0,0.154,0.217,89.967,4
5VXv00XGp0At2Xns3xykPI,6WOdPJmexxFINcKMkP2jMG,Maiyya Mainu,Jersey (Original Motion Picture Soundtrack),Sachet Tandon,12-04-2022,231575,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-05-30T14:41:46Z,"desi pop,filmi,modern bollywood",0.63,0.739,0,-3.942,1,0.0248,0.194,0,0.113,0.224,109.985,4
3NpbGCDrcQTERaZb5dHhd3,"5rQoBDKFnd1n6BkdbgVaRL,1sVmXkzX2ukc6QvasrDBES,6yoZ3sfnKmeMLGuDUaeRnQ",Nain Ta Heere (From Jugjugg Jeeyo),Nain Ta Heere (From Jugjugg Jeeyo),"Guru Randhawa,Asees Kaur,Vishal Shelke",16-06-2022,216328,66,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-06-25T11:39:00Z,"filmi,modern bollywood,desi pop",0.69,0.575,11,-5.763,0,0.124,0.345,0,0.309,0.509,87.967,4
3F2BSn4ayglzMwquBRHZq6,"3nQ125TJobosBH446Dsvvv,4hGFNXuWut4b2sfJCJJNEo",Rangi Saari,Rangi Saari,"Kavita Seth,Kanishk Seth",24-04-2020,214000,70,spotify:user:5uqhnr4tk0cfluweczwti1exv,2022-06-25T11:39:44Z,"filmi,hindi indie,modern bollywood,sufi,desi pop,indian indie",0.613,0.685,10,-7.993,1,0.0419,0.212,0.0615,0.0926,0.268,139.985,4
