Spotify ID,Artist IDs,song,Album Name,artist,Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
40VK8FwEZKE6pAUxWE5RuO,5j3iObqG7iT7utWpTTmC7F,Nectar Drop,Jahta Beat: The Lotus Memoirs,DJ Drez,17-04-2012,240986,0,spotify:user:u754xevdvg53yevo0e94ri5up,2021-07-04T04:40:14Z,"high vibe,kirtan,world fusion",0.648,0.305,1,-10.96,1,0.0358,0.471,0.916,0.116,0.524,79.999,4
7s2zxPRi7Ip6nl5g2kGRFE,0F6XbRSKV9dbY94XFhaAqD,Surya Namaskar (Sun Salutation),Anjali,Michael Mandrell and Benjy Wertheimer,01-01-2003,559813,49,spotify:user:u754xevdvg53yevo0e94ri5up,2021-07-04T04:40:42Z,world devotional,0.675,0.294,7,-15.845,1,0.0348,0.832,0.835,0.0784,0.468,100.004,4
5XtU5xUvhEoXAWVGu1Hek9,6NvMFz8onERoCM6bKjTASJ,Ong Namo,The Essential Snatam Kaur: Sacred Chants For Healing,Snatam Kaur,04-05-2010,601693,24,spotify:user:u754xevdvg53yevo0e94ri5up,2021-07-04T04:41:01Z,"healing,kirtan,kundalini",0.41,0.393,0,-10.933,1,0.0325,0.641,0.105,0.144,0.0896,129.606,4
6EiNPCNOmYBLJFy5kf68Va,1Bs9FqmJBHrAJN6DLFIPt1,Mangalam (Sean Dinsmore's Chillums at Dawn Remix),Dakini Lounge: Prem Joshua Remixed,Prem Joshua,2003,357720,42,spotify:user:u754xevdvg53yevo0e94ri5up,2021-07-04T04:41:15Z,"indian fusion,kirtan,world fusion",0.77,0.419,11,-8.866,1,0.101,0.103,0.649,0.622,0.604,80.99,4
1QiAxr5LVkmrnmCe5EURVA,1bs286UUnvo0aH5N0nmZEX,Khumjung,Spirit of Yoga,Ben Leinbach,04-11-2003,931786,0,spotify:user:u754xevdvg53yevo0e94ri5up,2021-07-04T04:41:36Z,"kirtan,meditation",0.13,0.0828,7,-16.424,1,0.0398,0.954,0.944,0.11,0.0273,97.957,3
6rYq40IMfNWoOSmHM6HLls,070RPr7Euzwf3yboA9Xp2U,Songs from the Seven Towers,Tales from the Grand Bazaar,Bombay Dub Orchestra,08-10-2013,478826,40,spotify:user:u754xevdvg53yevo0e94ri5up,2022-05-05T00:58:51Z,world fusion,0.422,0.307,6,-14.361,1,0.0309,0.238,0.848,0.0943,0.0449,139.986,4
2XOyluz7IWgOvvsRMtrYhw,7ieM2QOG3mf89WSTAfGvu1,Kaushi Kanada,Madras 1964,Nikhil Banerjee,22-06-2010,2619000,28,spotify:user:u754xevdvg53yevo0e94ri5up,2021-07-04T04:41:45Z,"hindustani classical,indian classical,sitar",0.262,0.277,2,-19.271,1,0.0377,0.933,0.265,0.702,0.156,91.938,4
5O2nAOu3pzs7obnsi4mB06,5j3iObqG7iT7utWpTTmC7F,Yearning,Jahta Beat: The Lotus Memoirs,DJ Drez,17-04-2012,293279,0,spotify:user:u754xevdvg53yevo0e94ri5up,2021-07-04T04:42:05Z,"high vibe,kirtan,world fusion",0.618,0.321,7,-14.896,1,0.0312,0.886,0.498,0.093,0.354,169.912,4
36r8wlnH6gfTVUtnGthp6G,79c3l83IsQveR07F6NnVWN,Peaceful Sunset,Peaceful Sunset,Pure Healing Waves,17-03-2021,80640,61,spotify:user:u754xevdvg53yevo0e94ri5up,2023-04-25T15:30:44Z,natural sounds,0.0928,0.0139,2,-31.114,1,0.0416,0.974,0.973,0.101,0.0367,80.232,3
381oyhnt5pDcY8rj0xmoBG,"4YRxDV8wJFPHPTeXepOstw,3eDT9fwXKuHWFvgZaaYC5v",Janib (Duet),Dilliwaali Zaalim Girlfriend,"Arijit Singh,Sunidhi Chauhan",09-03-2015,342898,51,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T01:48:58Z,"filmi,modern bollywood",0.452,0.833,6,-4.292,1,0.0833,0.456,0,0.121,0.533,171.785,4
3Oel2uKhw6SBwZ5SfRCD6r,"1wRPtKGflJrBx9BmLsSwlU,2GoeZ0qOTt6kjsWW4eA6LS,2UwDJeoMqYers5Jmm75zm2",Mehrama - Extended,Love Aaj Kal (Original Motion Picture Soundtrack),"Pritam,Darshan Raval,Antara Mitra",14-02-2020,337749,54,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T01:49:23Z,"filmi,indian instrumental,modern bollywood,desi pop,gujarati pop",0.545,0.632,7,-8.462,1,0.0316,0.863,0.00737,0.0931,0.393,107.931,4
25MPTnqXQB1H6OkwSYUXWx,"7uX1emIGgmfAgtHNRAK50Z,52XgeWw24o4klNdfwvB0Vx",Malang (Title Track) [From Malang - Unleash The Madness],Malang (Title Track) [From Malang - Unleash The Madness],"Ved Sharma,Kunaal Vermaa",16-01-2020,287374,66,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T01:49:35Z,"desi pop,modern bollywood",0.384,0.728,7,-6.503,0,0.0623,0.329,0.0000185,0.329,0.311,156.396,4
4bD9z9qa4qg9BhryvYWB7c,"1wRPtKGflJrBx9BmLsSwlU,6k6dimE4a6OFnD0HWmkIUW,3cqeO3muWIW5uSmUDNCmyT",Kabira,Yeh Jawaani Hai Deewani,"Pritam,Tochi Raina,Rekha Bhardwaj",30-03-2013,223459,77,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:21:38Z,"filmi,indian instrumental,modern bollywood",0.59,0.555,2,-6.861,1,0.0271,0.481,0,0.192,0.191,84.027,4
1smFN2CLqGROu0J0UyvDfL,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Shayad,Love Aaj Kal (Original Motion Picture Soundtrack),"Pritam,Arijit Singh",14-02-2020,247941,77,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:21:48Z,"filmi,indian instrumental,modern bollywood",0.483,0.468,8,-7.642,1,0.0341,0.784,0,0.152,0.319,135.875,4
3s3J70eRpRH2hcYq4mEXTJ,"6zZrFenNe3YPttxZsnQQs1,1OPqAyxsQc8mcRmoNBAnVk",Duniyaa (From Luka Chuppi),Feel-Good Tum Jo Aaye,"Akhil,Dhvani Bhanushali",13-04-2020,222500,54,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:21:57Z,"desi hip hop,desi pop,punjabi pop,filmi,modern bollywood",0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,4
1y1rQTkWmrZdJmjwuK07GC,5wJ1H6ud777odtZl5gG507,Kaise Hua (From Kabir Singh),Kaise Hua (From Kabir Singh),Vishal Mishra,13-06-2019,234722,74,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:22:04Z,"desi pop,filmi,modern bollywood",0.385,0.464,2,-6.975,1,0.0404,0.452,0,0.109,0.15,137.839,4
2IoZMG3RqiTmsy7Li3zGFg,"6WOdPJmexxFINcKMkP2jMG,1E6arsXf5Fgsnv9YpSzjpE,1SyKki7JI1AZNKwgNMkn25",Mere Sohneya (From Kabir Singh),Mere Sohneya (From Kabir Singh),"Sachet Tandon,Parampara Tandon,Sachet-Parampara",06-06-2019,193355,73,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:22:15Z,"desi pop,filmi,modern bollywood",0.376,0.643,9,-5.713,1,0.0411,0.558,0,0.217,0.646,136.224,5
6E9UwSfT80age2xknoMS7Y,"6FtZhorjCMfkaVJ7kKdmq7,1tqysapcCh1lWEAc9dIFpa,52XgeWw24o4klNdfwvB0Vx",Tum Hi Aana (From Marjaavaan),Tum Hi Aana (From Marjaavaan),"Payal Dev,Jubin Nautiyal,Kunaal Vermaa",03-10-2019,249126,72,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:22:23Z,"desi pop,filmi,modern bollywood,hare krishna",0.473,0.401,4,-7.018,0,0.0241,0.629,0.0000117,0.154,0.345,90.076,4
4OcvkkpF3xmyCGGY5IBlgi,"3TOhzLRYnkkul71yRBxIoM,0T1CMVkqffHlqEk4BcAph1",Tera Ban Jaunga (From Kabir Singh),Best Of Akhil Sachdeva,"Akhil Sachdeva,Tulsi Kumar",03-09-2019,236436,68,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:22:32Z,"desi pop,filmi,modern bollywood",0.605,0.53,11,-6.346,1,0.0246,0.822,0,0.131,0.399,93.951,4
0GQngE2rOYvlKwEQjTAsP8,"1wRPtKGflJrBx9BmLsSwlU,49ZShkNeIwApYfMlvIUKTX,19LIHDDSHBD5NyYHI3gpzB",Subhanallah,Yeh Jawaani Hai Deewani,"Pritam,Sreeram,Shilpa Rao",30-03-2013,249707,73,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:22:38Z,"filmi,indian instrumental,modern bollywood",0.302,0.493,9,-5.038,1,0.0451,0.455,0,0.134,0.457,88.904,4
6fScgF2Y63ScU73nYju0ny,"2oSONSC9zQ4UonDKnLqksx,6jf2eKjiPT6P18RbOSLzf0",O Saathi,O Saathi (From Baaghi 2),"Atif Aslam,Arko",09-03-2018,251818,76,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:22:59Z,"classic pakistani pop,filmi,modern bollywood,sufi,desi pop",0.481,0.496,8,-7.421,1,0.0262,0.588,0,0.132,0.453,89.839,4
0cWLJcdvM6QlOQ7UJdB4jb,"1cfG7UM0OD4O1II1nd15Qo,1mBydYMVBECdDmMfE2sEUO",Nazar Na Lag Jaaye (From Stree),Nazar Na Lag Jaaye (From Stree),"Ash King,Sachin-Jigar",16-08-2018,206175,65,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:24:13Z,"filmi,modern bollywood,gujarati pop",0.527,0.622,7,-8.172,0,0.0842,0.7,0.00000282,0.126,0.672,173.709,4
6vuMdb0E8buJeSHArN3dXk,"76fuWYgIf3TVIopTs3vaJ6,4IKVDbCSBTxBeAsMKjAuTs,52XgeWw24o4klNdfwvB0Vx",Chale Aana (From De De Pyaar De),Chale Aana (From De De Pyaar De),"Amaal Mallik,Armaan Malik,Kunaal Vermaa",02-05-2019,271023,70,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:24:24Z,"filmi,modern bollywood,desi pop",0.368,0.587,6,-6.676,0,0.0378,0.309,0,0.149,0.391,143.687,4
3GrCQPpKqKzOcKfMAoqn82,"4f7KfxeHq9BiylGmyXepGt,4YRxDV8wJFPHPTeXepOstw,1sVmXkzX2ukc6QvasrDBES",Bolna (From Kapoor & Sons (Since 1921)),Bolna (From Kapoor & Sons (Since 1921)),"Tanishk Bagchi,Arijit Singh,Asees Kaur",04-03-2016,212832,70,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:25:52Z,"desi pop,filmi,modern bollywood",0.488,0.403,5,-7.005,1,0.0272,0.598,0.00000428,0.434,0.497,131.489,3
7E4sdzJDrVMu8qcwyxz3vP,"4f7KfxeHq9BiylGmyXepGt,1tqysapcCh1lWEAc9dIFpa",Sawarne Lage,Sawarne Lage,"Tanishk Bagchi,Jubin Nautiyal",23-08-2018,167000,57,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:26:44Z,"desi pop,filmi,modern bollywood,hare krishna",0.784,0.679,1,-5.797,1,0.0357,0.0882,0.000105,0.0886,0.311,100.037,4
52itZ0w0CydihB2JCZEIft,"1wRPtKGflJrBx9BmLsSwlU,5GnnSrwNCGyfAU4zuIytiS",Pee Loon,Once Upon A Time In Mumbaai,"Pritam,Mohit Chauhan",29-06-2010,285686,71,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:27:05Z,"filmi,indian instrumental,modern bollywood",0.656,0.721,8,-5.064,1,0.0364,0.277,0.000139,0.188,0.883,83.95,4
0gPgdRfB4jdGrlyXS0Vx78,"6Mv8GjQa7LKUGCAqa9qqdb,4fEkbug6kZzzJ8eYX6Kbbp,19LIHDDSHBD5NyYHI3gpzB,4GEyPR3J4DYvuTRuPJQ0CW",Khuda Jaane,Bachna Ae Haseeno,"Vishal-Shekhar,KK,Shilpa Rao,Anvita Dutt Guptan",05-07-2008,333181,77,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:27:39Z,"filmi,modern bollywood",0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,4
1StFDfq4raRws97W8Wb3QS,2GoeZ0qOTt6kjsWW4eA6LS,Asal Mein,Asal Mein - Single,Darshan Raval,18-02-2020,224240,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:28:17Z,"desi pop,filmi,gujarati pop,modern bollywood",0.656,0.551,8,-6.43,1,0.0299,0.721,0.00000126,0.0947,0.33,114.108,4
01AE1MgL6L86WQzh4KGDUa,"0qpsFfOT3SmdGmnyV6rOhS,1tqysapcCh1lWEAc9dIFpa,1OPqAyxsQc8mcRmoNBAnVk",Kinna Sona (From Marjaavaan),Kinna Sona (From Marjaavaan),"Meet Bros.,Jubin Nautiyal,Dhvani Bhanushali",06-11-2019,273925,62,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:28:30Z,"desi pop,filmi,modern bollywood,hare krishna",0.533,0.723,3,-4.301,0,0.0614,0.283,0,0.0678,0.591,97.848,4
4f5kLqyOJ5ZPnalEVMQrB2,"3OLGltG8UPIea8sA4w0yg0,1sVmXkzX2ukc6QvasrDBES,4f7KfxeHq9BiylGmyXepGt",Tere Bin (From Simmba),Tere Bin (From Simmba),"Rahat Fateh Ali Khan,Asees Kaur,Tanishk Bagchi",14-12-2018,230948,67,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:29:02Z,"classic pakistani pop,filmi,modern bollywood,qawwali,sufi,desi pop",0.649,0.716,7,-3.936,1,0.0384,0.268,0.00000451,0.603,0.639,86.949,4
7lJNQFaBPlm3XhNUWnVk55,"1wRPtKGflJrBx9BmLsSwlU,3OLGltG8UPIea8sA4w0yg0,0oOet2f43PA68X5RxKobEy",Teri Ore,Singh is Kinng (Original Motion Picture Soundtrack),"Pritam,Rahat Fateh Ali Khan,Shreya Ghoshal",30-06-2008,339591,47,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:30:34Z,"filmi,indian instrumental,modern bollywood,classic pakistani pop,qawwali,sufi",0.484,0.797,2,-4.629,1,0.0972,0.172,0,0.267,0.699,83.542,4
5bVmOD7UKfP2iLFUGMtdnS,"4YRxDV8wJFPHPTeXepOstw,5UJ2sHO2ELrgW6aXeRLTQQ",Mast Magan (From 2 States),Love Dose Arijit Singh,"Arijit Singh,Chinmayi",11-02-2016,280161,40,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:34:24Z,"filmi,modern bollywood,marathi pop",0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,4
6Sp7azay1NZU4wxlFacWCl,"6Mv8GjQa7LKUGCAqa9qqdb,6CXEwIaXYfVJ84biCxqc9k",Jab Mila Tu,I Hate Luv Storys (Original Motion Picture Soundtrack),"Vishal-Shekhar,Vishal Dadlani",25-05-2010,251853,56,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:35:35Z,"filmi,modern bollywood",0.626,0.561,9,-6.644,0,0.0304,0.0482,0,0.304,0.794,167.916,4
4en5tvZ1hIvSGGoRPjIdJE,"1mYsTxnqsietFxj1OgoGbG,3gBKY0y3dFFVRqicLnVZYz,70B80Lwx2sxti0M1Ng9e8K,19MVxKZZdPj2X0F8pi0OCT,3K9qRRRqtuxgBRLxRCxpDl",Mitwa,Lagaan (Original Motion Picture Soundtrack),"A.R. Rahman,Alka Yagnik,Udit Narayan,Sukhwinder Singh,Srinivas",03-04-2001,407800,55,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:36:45Z,"filmi,hare krishna,modern bollywood,chutney,odia pop,tollywood",0.627,0.408,2,-7.793,1,0.0988,0.387,0,0.126,0.694,172.006,4
7eQl3Yqv35ioqUfveKHitE,"1wRPtKGflJrBx9BmLsSwlU,5GnnSrwNCGyfAU4zuIytiS",Tum Se Hi,Jab We Met,"Pritam,Mohit Chauhan",21-09-2007,321225,79,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:37:29Z,"filmi,indian instrumental,modern bollywood",0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.015,4
3kuxr8U3QynLzyW82p5hYR,3OLGltG8UPIea8sA4w0yg0,Aas Paas Khuda,Anjaana Anjaani,Rahat Fateh Ali Khan,19-08-2010,319115,64,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:37:36Z,"classic pakistani pop,filmi,modern bollywood,qawwali,sufi",0.556,0.706,5,-5.709,1,0.0336,0.335,0.0000018,0.137,0.726,80.008,4
6871FKHumiy1Wfr6vF7Xxt,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Hawayein (From Jab Harry Met Sejal),Hawayein (From Jab Harry Met Sejal),"Pritam,Arijit Singh",26-07-2017,289999,67,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:37:50Z,"filmi,indian instrumental,modern bollywood",0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,4
3BpiaQ6oZCoTZJmexcB4co,"0L5GV6LN8SWWUWIdBbTLTZ,5SuRAj1A9FEHj5NxS86YAm",Tere Naina (From My Name Is Khan),Best of SEL,"Shankar-Ehsaan-Loy,Shafqat Amanat Ali",27-08-2010,278546,32,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:38:12Z,"filmi,modern bollywood,classic pakistani pop,sufi",0.522,0.74,0,-7.018,1,0.0465,0.558,0,0.144,0.732,92.618,4
5upmbnXemLfPvs3d2eyHml,"0L5GV6LN8SWWUWIdBbTLTZ,3OLGltG8UPIea8sA4w0yg0,1SJOL9HJ08YOn92lFcYf8a,2hgViyN0RqyQQpfjIb0g3W",Sajdaa,My Name Is Khan (Original Motion Picture Soundtrack),"Shankar-Ehsaan-Loy,Rahat Fateh Ali Khan,Shankar Mahadevan,Richa Sharma",05-01-2010,365706,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:38:17Z,"filmi,modern bollywood,classic pakistani pop,qawwali,sufi",0.468,0.737,8,-7.274,1,0.0765,0.726,0.00272,0.0655,0.572,79.448,4
3APdIdF8H0jsxSuGOqXedS,281Vp9LDrWkHMHQzfQHWCt,Kabhi Kabhi Aditi,Jaane Tu... Ya Jaane Na,Rashid Ali,21-05-2008,218836,73,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:38:26Z,"filmi,modern bollywood",0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,4
4qRcjFkFqSpLBzcbLDt7HL,5bv6NvAYNuvd2Vq13nHdG3,Ambarsariya,Fukrey,Sona Mohapatra,14-05-2013,248182,68,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:39:43Z,"filmi,modern bollywood",0.649,0.458,4,-7.632,0,0.0446,0.574,0,0.113,0.748,180.071,4
251PNRmJU9KcUnFQAB5t6I,"0L5GV6LN8SWWUWIdBbTLTZ,1dVygo6tRFXC8CSWURQJq2",Kal Ho Naa Ho,Kal Ho Naa Ho (Original Motion Picture Soundtrack),"Shankar-Ehsaan-Loy,Sonu Nigam",20-09-2003,321240,69,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:39:48Z,"filmi,modern bollywood",0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,4
0H2iJVgorRR0ZFgRqGUjUM,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw",Channa Mereya (From Ae Dil Hai Mushkil),Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],"Pritam,Arijit Singh",26-10-2016,289333,75,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:40:01Z,"filmi,indian instrumental,modern bollywood",0.476,0.788,9,-4.821,0,0.0446,0.237,0.0000249,0.106,0.746,90.066,4
723xQva0yBF7M6K3nDAG8R,"2DwWEmeVaWxwkjbnyPlNZT,2j9QVMZlqIj4Cb9UISBrXK,1KIKn2xA1mgC7uJTcS1hEU",Sooraj Ki Baahon Mein,Zindagi Na Milegi Dobara,"Dominique Cerejo,Clinton Cerejo,Loy Mendonsa",06-06-2011,202919,68,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:40:11Z,"filmi,modern bollywood",0.855,0.553,11,-6.52,1,0.0331,0.19,0.00000519,0.0942,0.874,124.922,4
1R7ChEm1x3mGhDWXKnPSXn,"61if35zz1W11GejEkxTLEQ,6uskWv5K2FA0YOAYr7JOUz,1wRPtKGflJrBx9BmLsSwlU",Daaru Desi (From Cocktail),Cocktail,"Benny Dayal,Shalmali Kholgade,Pritam",12-06-2012,269589,0,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:40:17Z,"filmi,modern bollywood,indian instrumental",0.703,0.786,8,-6.779,0,0.0483,0.198,0.000712,0.101,0.647,93.987,4
0mboVyI4R4MPH23yceAMz3,"68ePdYvtRgq9CiPzv6fapI,5isfxZ3RSdBlSLn3cSFhnI,0oOet2f43PA68X5RxKobEy",Hangover,Kick,"Salman Khan,Meet Bros Anjjan,Shreya Ghoshal",07-07-2014,375551,63,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:40:43Z,"filmi,modern bollywood",0.675,0.669,6,-4.878,0,0.0359,0.412,0,0.21,0.618,90.027,4
6k3XXCE1ZzwevQlxf8dNaw,"7HCqGPJcQTyGJ2yqntbuyr,74OaRjmyh0XyRZsQQQ5l7c",Love You Zindagi,Dear Zindagi (Original Motion Picture Soundtrack),"Amit Trivedi,Jasleen Royal",15-11-2016,232505,69,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:41:08Z,"filmi,modern bollywood,indian singer-songwriter",0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019,4
6ocOeSjnWPcSTaSsi0zIdY,"1wRPtKGflJrBx9BmLsSwlU,5cB4d4jPYjMT326sjihQ4m,2eOZNXw0A4cQKmsVPpIcMY",Aao Milo Chalo,Jab We Met,"Pritam,Shaan,Sultan Khan",21-09-2007,325933,68,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:41:19Z,"filmi,indian instrumental,modern bollywood,hindustani classical,hindustani instrumental,indian classical",0.504,0.787,7,-5.948,0,0.0605,0.412,0,0.323,0.49,114.772,4
665b3Nss3OQmhTUdB5hBXw,"1wRPtKGflJrBx9BmLsSwlU,5GnnSrwNCGyfAU4zuIytiS,2UwDJeoMqYers5Jmm75zm2",Bheegi Si Bhaagi Si,Raajneeti (Original Motion Picture Soundtrack),"Pritam,Mohit Chauhan,Antara Mitra",12-05-2010,278093,61,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:41:38Z,"filmi,indian instrumental,modern bollywood",0.564,0.867,8,-6.21,1,0.121,0.361,0,0.262,0.815,88.919,4
6V0cw3ZOtm5oQJrSv4QluQ,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw,2UwDJeoMqYers5Jmm75zm2",Gerua (From Dilwale),Gerua (From Dilwale),"Pritam,Arijit Singh,Antara Mitra",17-11-2015,345558,61,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:41:43Z,"filmi,indian instrumental,modern bollywood",0.371,0.668,11,-7.269,0,0.0497,0.636,0.000002,0.294,0.403,87.458,4
1EjxJHY9A6LMOlvyZdwDly,"1wRPtKGflJrBx9BmLsSwlU,3tHD07u1ON4uHxmnT9rwqZ",Tum Mile,Tum Mile (Original Motion Picture Soundtrack),"Pritam,Neeraj Shridhar",08-09-2009,343786,72,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:42:01Z,"filmi,indian instrumental,modern bollywood",0.738,0.798,0,-6.663,1,0.0334,0.32,0.00000515,0.31,0.793,123.01,4
6bmn66GsOExETkObSslEAa,5GnnSrwNCGyfAU4zuIytiS,Masakali (From Delhi-6),A.R. Rahman: Love Songs,Mohit Chauhan,06-02-2018,288647,27,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:49:40Z,"filmi,modern bollywood",0.678,0.622,5,-7.988,0,0.0695,0.138,0.00000232,0.122,0.535,100.005,4
0v7rJIwQ2xeB1W19eU5IQS,"1dVygo6tRFXC8CSWURQJq2,0oOet2f43PA68X5RxKobEy",Main Hoon Na,Main Hoon Na,"Sonu Nigam,Shreya Ghoshal",27-02-2004,361066,63,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:50:04Z,"filmi,modern bollywood",0.48,0.681,5,-8.002,1,0.163,0.284,0,0.125,0.74,88.003,4
2LcXJP95e4HKydTZ2mYfrx,03SZmfKAgYRQKUwy0EoJUa,Tujh Mein Rab Dikhta Hai,Rab Ne Bana Di Jodi (Original),Roop Kumar Rathod,06-11-2008,281573,73,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:50:51Z,"filmi,modern bollywood,sufi",0.56,0.604,8,-8.732,1,0.0866,0.315,0.00000112,0.176,0.75,84.784,4
2UKK9UEbKlykbmLVP1zWIQ,19MVxKZZdPj2X0F8pi0OCT,Haule Haule,Rab Ne Bana Di Jodi (Original),Sukhwinder Singh,06-11-2008,263967,71,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:50:56Z,"filmi,modern bollywood",0.712,0.776,5,-7.424,0,0.213,0.541,0.00000217,0.0896,0.96,89.934,4
0Kd2IhGYGYrOATgOOnDBzI,"0L5GV6LN8SWWUWIdBbTLTZ,3gBKY0y3dFFVRqicLnVZYz,5cB4d4jPYjMT326sjihQ4m",Kuch To Hua Hai,Kal Ho Naa Ho (Original Motion Picture Soundtrack),"Shankar-Ehsaan-Loy,Alka Yagnik,Shaan",20-09-2003,319560,59,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:51:20Z,"filmi,modern bollywood,hare krishna",0.674,0.661,7,-7.973,1,0.0618,0.128,0.0000203,0.283,0.458,95.967,4
0Bz7dfqPY4JOGZO3O1j8Wh,"1wRPtKGflJrBx9BmLsSwlU,2LgKrgRJcbJlt14i1LTzDU,19LIHDDSHBD5NyYHI3gpzB",Bulleya (From Ae Dil Hai Mushkil),Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],"Pritam,Amit Mishra,Shilpa Rao",26-10-2016,348965,70,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:53:29Z,"filmi,indian instrumental,modern bollywood",0.552,0.769,2,-4.504,0,0.0465,0.497,0,0.112,0.702,86.957,4
2mwBSO58y92EYmEFpDfmS7,"5rQoBDKFnd1n6BkdbgVaRL,5tvfyAT4aOIOkumo6vw1yL",Suit Suit,Hits Of Guru Randhawa,"Guru Randhawa,Arjun",10-11-2017,190131,67,spotify:user:5uqhnr4tk0cfluweczwti1exv,2020-09-01T11:53:50Z,"filmi,modern bollywood,desi hip hop,desi pop",0.767,0.869,2,-3.381,0,0.0908,0.14,0,0.221,0.751,98.208,4
